,old_request_domains,new_request_domains
107,de.tynt.com,de.tynt.com
108,ib.adnxs.com,ib.adnxs.com
109,ib.adnxs.com,ib.adnxs.com
110,www.d2pass.com,login.d2pass.com
111,login.d2pass.com,login.d2pass.com
112,secure-assets.rubiconproject.com,eus.rubiconproject.com
113,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
114,secure.adnxs.com,secure.adnxs.com
115,match.adsrvr.org,match.adsrvr.org
116,sync.search.spotxchange.com,sync.search.spotxchange.com
117,sync.search.spotxchange.com,sync.search.spotxchange.com
118,ups.analytics.yahoo.com,ups.analytics.yahoo.com
119,b1sync.zemanta.com,s.seedtag.com
120,ssc-cms.33across.com,de.tynt.com
121,sync.smartadserver.com,sync.smartadserver.com
122,ad.360yield.com,ad.360yield.com
123,secure.adnxs.com,s.seedtag.com
124,ssum-sec.casalemedia.com,s.seedtag.com
125,de.tynt.com,hde.tynt.com
126,sync.richaudience.com,sync.richaudience.com
127,sync.richaudience.com,sync.richaudience.com
128,secure-assets.rubiconproject.com,eus.rubiconproject.com
129,secure.adnxs.com,secure.adnxs.com
130,secure.adnxs.com,secure.adnxs.com
131,match.adsrvr.org,match.adsrvr.org
132,sync.search.spotxchange.com,sync.search.spotxchange.com
133,b1sync.zemanta.com,visitor-usa02.omnitagjs.com
134,ps.eyeota.net,ps.eyeota.net
135,ib.adnxs.com,ib.adnxs.com
136,ib.adnxs.com,ib.adnxs.com
137,ps.eyeota.net,ps.eyeota.net
138,ps.eyeota.net,ps.eyeota.net
139,ib.adnxs.com,ib.adnxs.com
140,ib.adnxs.com,ib.adnxs.com
141,ib.adnxs.com,ib.adnxs.com
142,ps.eyeota.net,ps.eyeota.net
143,ps.eyeota.net,ps.eyeota.net
144,b1sync.zemanta.com,visitor-usa02.omnitagjs.com
145,secure.adnxs.com,visitor-usa02.omnitagjs.com
146,secure.adnxs.com,visitor-usa02.omnitagjs.com
147,creativecdn.com,creativecdn.com
148,pixel-eu.rubiconproject.com,s.seedtag.com
149,sync.richaudience.com,sync.richaudience.com
150,sync.srv.stackadapt.com,visitor.omnitagjs.com
151,sync.srv.stackadapt.com,visitor.omnitagjs.com
152,pixel-eu.rubiconproject.com,visitor.omnitagjs.com
153,www.wdr.de,www1.wdr.de
154,whos.amung.us,widgets.amung.us
155,gcdn.2mdn.net,r2---sn-a5mlrn7y.c.2mdn.net
156,googleads.g.doubleclick.net,googleads.g.doubleclick.net
157,googleads.g.doubleclick.net,googleads.g.doubleclick.net
158,gcdn.2mdn.net,r5---sn-a5msen76.c.2mdn.net
159,2b3c757d.de.ioam.de,2b3c757d.de.ioam.de
160,prebid-match.dotomi.com,prebid-match.dotomi.com
161,whos.amung.us,widgets.amung.us
162,match.adsrvr.org,match.adsrvr.org
163,x.bidswitch.net,x.bidswitch.net
164,match.adsrvr.org,match.adsrvr.org
165,sync.mathtag.com,onetag-sys.com
166,sync.mathtag.com,sync.go.sonobi.com
167,dmp.adform.net,dmp.adform.net
168,eb2.3lift.com,eb2.3lift.com
169,bh.contextweb.com,cm.g.doubleclick.net
170,pixel-eu.rubiconproject.com,onetag-sys.com
171,demand.trafficroots.com,rtb-csync.smartadserver.com
172,p.rfihub.com,sync.go.sonobi.com
173,cm.g.doubleclick.net,cm.g.doubleclick.net
174,gu.dyntrk.com,gu.dyntrk.com
175,rtb-csync.smartadserver.com,cm.g.doubleclick.net
176,gu.dyntrk.com,rtb-csync.smartadserver.com
177,cm.g.doubleclick.net,cm.g.doubleclick.net
178,cm.g.doubleclick.net,ssbsync.smartadserver.com
179,ssbsync.smartadserver.com,cm.g.doubleclick.net
180,blogs.fangraphs.com,blogs.fangraphs.com
181,cm.g.doubleclick.net,ssbsync.smartadserver.com
182,ssbsync.smartadserver.com,cm.g.doubleclick.net
183,cm.g.doubleclick.net,ssbsync.smartadserver.com
184,ssbsync.smartadserver.com,cm.g.doubleclick.net
185,c.amazon-adsystem.com,
186,cm.g.doubleclick.net,ssbsync.smartadserver.com
187,ssbsync.smartadserver.com,cm.g.doubleclick.net
188,cm.g.doubleclick.net,ssbsync.smartadserver.com
189,ssbsync.smartadserver.com,cm.g.doubleclick.net
190,top10.com,www.top10.com
191,cm.g.doubleclick.net,ssbsync.smartadserver.com
192,ssbsync.smartadserver.com,cm.g.doubleclick.net
193,cm.g.doubleclick.net,ssbsync.smartadserver.com
194,ssbsync.smartadserver.com,cm.g.doubleclick.net
195,cm.g.doubleclick.net,ssbsync.smartadserver.com
196,ssbsync.smartadserver.com,cm.g.doubleclick.net
197,cm.g.doubleclick.net,ssbsync.smartadserver.com
198,ssbsync.smartadserver.com,cm.g.doubleclick.net
199,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
200,eb2.3lift.com,eb2.3lift.com
201,fw.adsafeprotected.com,static.adsafeprotected.com
202,nishikawa1566.com,www.nishikawa1566.com
203,firstcry.com,www.firstcry.com
204,www.firstcry.com,www.firstcry.com
205,ad.doubleclick.net,adservice.google.com
206,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
207,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
208,isimkayit.com,www.isimkayit.com
209,mc.yandex.com,mc.yandex.com
210,px.ads.linkedin.com,px.ads.linkedin.com
211,tpc.googlesyndication.com,tpc.googlesyndication.com
212,www.google.com,googleads.g.doubleclick.net
213,tpc.googlesyndication.com,tpc.googlesyndication.com
214,www.google.com,googleads.g.doubleclick.net
215,tpc.googlesyndication.com,tpc.googlesyndication.com
216,www.google.com,googleads.g.doubleclick.net
217,www.google.com,googleads.g.doubleclick.net
218,www.google.com,googleads.g.doubleclick.net
219,googleads.g.doubleclick.net,googleads.g.doubleclick.net
220,pixel-sync.sitescout.com,pixel-sync.sitescout.com
221,sync-tm.everesttech.net,sync-tm.everesttech.net
222,x.bidswitch.net,x.bidswitch.net
223,match.adsrvr.org,match.adsrvr.org
224,googleads.g.doubleclick.net,googleads.g.doubleclick.net
225,mc.yandex.com,mc.yandex.com
226,ad.doubleclick.net,adservice.google.com
227,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
228,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
229,mc.yandex.com,mc.yandex.com
230,mc.yandex.com,mc.yandex.com
231,mc.yandex.com,mc.yandex.com
232,mc.yandex.com,mc.yandex.com
233,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
234,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
235,ad.doubleclick.net,adservice.google.com
236,ad.doubleclick.net,adservice.google.com
237,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
238,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
239,edmexico.net,edmexico.net
240,x.bidswitch.net,x.bidswitch.net
241,match.adsrvr.org,match.adsrvr.org
242,pixel-sync.sitescout.com,pixel-sync.sitescout.com
243,www.google.com,googleads.g.doubleclick.net
244,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
245,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
246,ad.doubleclick.net,adservice.google.com
247,ad.doubleclick.net,adservice.google.com
248,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
249,penta.a.one.impact-ad.jp,penta.a.one.impact-ad.jp
250,sync-tm.everesttech.net,sync-tm.everesttech.net
251,sslwidget.criteo.com,widget.as.criteo.com
252,ib.adnxs.com,ib.adnxs.com
253,secure.adnxs.com,secure.adnxs.com
254,x.bidswitch.net,x.bidswitch.net
255,cm.g.doubleclick.net,cm.g.doubleclick.net
256,ups.analytics.yahoo.com,ups.analytics.yahoo.com
257,ib.adnxs.com,ib.adnxs.com
258,secure.adnxs.com,ib.adnxs.com
259,ib.adnxs.com,ib.adnxs.com
260,cm.g.doubleclick.net,dis.criteo.com
261,ib.adnxs.com,ib.adnxs.com
262,ib.adnxs.com,dis.criteo.com
263,ib.adnxs.com,dis.criteo.com
264,edmexico.net,edmexico.net
265,builders.co.za,www.builders.co.za
266,rosdistant.ru,www.rosdistant.ru
267,edmexico.net,edmexico.net
268,edmexico.net,edmexico.net
269,gochoice.com.tw,www.gochoice.com.tw
270,aallnet.org,www.aallnet.org
271,googleads.g.doubleclick.net,googleads.g.doubleclick.net
272,googleads.g.doubleclick.net,googleads.g.doubleclick.net
273,googleads.g.doubleclick.net,googleads.g.doubleclick.net
274,googleads.g.doubleclick.net,googleads.g.doubleclick.net
275,googleads.g.doubleclick.net,googleads.g.doubleclick.net
276,googleads.g.doubleclick.net,googleads.g.doubleclick.net
277,mc.yandex.com,mc.yandex.com
278,googleads.g.doubleclick.net,googleads.g.doubleclick.net
279,googleads.g.doubleclick.net,googleads.g.doubleclick.net
280,googleads.g.doubleclick.net,googleads.g.doubleclick.net
281,googleads.g.doubleclick.net,googleads.g.doubleclick.net
282,googleads.g.doubleclick.net,googleads.g.doubleclick.net
283,googleads.g.doubleclick.net,googleads.g.doubleclick.net
284,dollsclub.de,www.dollsclub.de
285,mc.yandex.com,mc.yandex.com
286,mc.yandex.com,mc.yandex.com
287,shure.com,www.shure.com
288,www.shure.com,www.shure.com
289,lesaffaires.com,www.lesaffaires.com
290,www.lesaffaires.com,www.lesaffaires.com
291,nycourts.gov,ww2.nycourts.gov
292,px.ads.linkedin.com,px.ads.linkedin.com
293,ww2.nycourts.gov,ww2.nycourts.gov
294,ssl.google-analytics.com,stats.g.doubleclick.net
295,stats.g.doubleclick.net,www.google.com
296,mc.yandex.com,mc.yandex.com
297,secure-assets.rubiconproject.com,eus.rubiconproject.com
298,sync.smartadserver.com,sync.smartadserver.com
299,mc.yandex.com,mc.yandex.com
300,mc.yandex.com,mc.yandex.com
301,scm.publishers.tremorhub.com,scm.publishers.tremorhub.com
302,pixel-us-west.rubiconproject.com,sb.freeskreen.com
303,scm.publishers.tremorhub.com,sb.freeskreen.com
304,myalcon.com,www.myalcon.com
305,unpkg.com,unpkg.com
306,unpkg.com,unpkg.com
307,securepubads.g.doubleclick.net,ad.doubleclick.net
308,tpc.googlesyndication.com,tpc.googlesyndication.com
309,tpc.googlesyndication.com,tpc.googlesyndication.com
310,carlcare.com,www.carlcare.com
311,topproducer8i.com,topproducer8i.com
312,topproducer8i.com,topproducer8i.com
313,apis.google.com,developers.google.com
314,px.ads.linkedin.com,px.ads.linkedin.com
315,secure-assets.rubiconproject.com,eus.rubiconproject.com
316,scm.publishers.tremorhub.com,scm.publishers.tremorhub.com
317,sync.smartadserver.com,sync.smartadserver.com
318,scm.publishers.tremorhub.com,sb.freeskreen.com
319,pixel-us-west.rubiconproject.com,sb.freeskreen.com
320,pfrf.ru,pfr.gov.ru
321,unpkg.com,unpkg.com
322,unpkg.com,unpkg.com
323,px.ads.linkedin.com,px.ads.linkedin.com
324,tr.snapchat.com,pixel.tapad.com
325,pixel.tapad.com,pixel.tapad.com
326,pixel.tapad.com,tr.snapchat.com
327,www.myalcon.com,professional.myalcon.com
328,unpkg.com,unpkg.com
329,unpkg.com,unpkg.com
330,d5.ca.bb.a0.top.mail.ru,top-fwz1.mail.ru
331,mc.yandex.com,mc.yandex.com
332,top-fwz1.mail.ru,top-fwz1.mail.ru
333,unpkg.com,unpkg.com
334,unpkg.com,unpkg.com
335,px.ads.linkedin.com,px.ads.linkedin.com
336,intelector.net,www.grupointelector.com
337,unpkg.com,unpkg.com
338,topproducer8i.com,crm.topproducer.com
339,unpkg.com,unpkg.com
340,unpkg.com,unpkg.com
341,unpkg.com,unpkg.com
342,px.ads.linkedin.com,px.ads.linkedin.com
343,www.carlcare.com,www.carlcare.com
344,unpkg.com,unpkg.com
345,unpkg.com,unpkg.com
346,www.carlcare.com,www.carlcare.com
347,s.adroll.com,s.adroll.com
348,s.adroll.com,s.adroll.com
349,d.adroll.com,s.adroll.com
350,mc.yandex.com,mc.yandex.com
351,ilsanghabo.com,ilsanghabo.com
352,indiefolio.com,indiefolio.com
353,s.adroll.com,s.adroll.com
354,indiefolio.com,www.indiefolio.com
355,s.adroll.com,s.adroll.com
356,closerweekly.com,www.closerweekly.com
357,d.adroll.com,s.adroll.com
358,sb.scorecardresearch.com,sb.scorecardresearch.com
359,c.amazon-adsystem.com,
360,px.ads.linkedin.com,px.ads.linkedin.com
361,sslwidget.criteo.com,sslwidget.criteo.com
362,sslwidget.criteo.com,widget.as.criteo.com
363,pixel.tapad.com,pixel.tapad.com
364,ajax.googleapis.com,ajax.googleapis.com
365,file.cafe24cos.com,file.cafe24cos.com
366,instagram-widget.wehost24.com,instagram-widget.wehost24.com
367,cm.g.doubleclick.net,cm.g.doubleclick.net
368,r.casalemedia.com,r.casalemedia.com
369,secure.adnxs.com,secure.adnxs.com
370,ib.adnxs.com,ib.adnxs.com
371,s.ad.smaato.net,s.ad.smaato.net
372,ups.analytics.yahoo.com,ups.analytics.yahoo.com
373,x.bidswitch.net,x.bidswitch.net
374,eb2.3lift.com,eb2.3lift.com
375,sync.aralego.com,match.adsrvr.org
376,s-cs.send.microad.jp,dis.criteo.com
377,ad.360yield.com,ad.360yield.com
378,secure.adnxs.com,ib.adnxs.com
379,pixel.tapad.com,match.adsrvr.org
380,ib.adnxs.com,ib.adnxs.com
381,cm.g.doubleclick.net,dis.criteo.com
382,ib.adnxs.com,ib.adnxs.com
383,ssp.behave.com,ssp.behave.com
384,ib.adnxs.com,dis.criteo.com
385,ib.adnxs.com,ib.adnxs.com
386,match.adsrvr.org,match.adsrvr.org
387,ib.adnxs.com,dis.criteo.com
388,match.adsrvr.org,match.adsrvr.org
389,idsync.admixer.co.kr,cs.adingo.jp
390,analytics.ad.daum.net,act.ds.kakao.com
391,gum.criteo.com,ag.gbc.criteo.com
392,ag.gbc.criteo.com,gem.gbc.criteo.com
393,eb2.3lift.com,eb2.3lift.com
394,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
395,ib.adnxs.com,ib.adnxs.com
396,secure-assets.rubiconproject.com,eus.rubiconproject.com
397,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
398,pixel.rubiconproject.com,usr.undertone.com
399,image8.pubmatic.com,image8.pubmatic.com
400,pixel-sync.sitescout.com,pixel-sync.sitescout.com
401,match.adsrvr.org,match.adsrvr.org
402,match.adsrvr.org,match.adsrvr.org
403,us-u.openx.net,us-u.openx.net
404,u.openx.net,u.openx.net
405,ups.analytics.yahoo.com,ups.analytics.yahoo.com
406,pixel.advertising.com,pixel.advertising.com
407,u.openx.net,ids.ad.gt
408,us-u.openx.net,usr.undertone.com
409,pixel.rubiconproject.com,usr.undertone.com
410,sb.scorecardresearch.com,sb.scorecardresearch.com
411,recirculation.spot.im,recirculation-cf.spot.im
412,ids.ad.gt,cm.g.doubleclick.net
413,sync.srv.stackadapt.com,jadserve.postrelease.com
414,ap.lijit.com,ap.lijit.com
415,bh.contextweb.com,ids.ad.gt
416,sync.mathtag.com,ids.ad.gt
417,cm.g.doubleclick.net,cm.g.doubleclick.net
418,cm.g.doubleclick.net,cm.g.doubleclick.net
419,mobidetect.com,www.mobidetect.com
420,sync.go.sonobi.com,ids.ad.gt
421,dpm.demdex.net,dpm.demdex.net
422,photobook.com.my,www.photobook.com.my
423,sync.smartadserver.com,sync.smartadserver.com
424,image2.pubmatic.com,image2.pubmatic.com
425,secure.adnxs.com,secure.adnxs.com
426,match.prod.bidr.io,match.prod.bidr.io
427,ad.360yield.com,ad.360yield.com
428,sync.1rx.io,sync.1rx.io
429,c.amazon-adsystem.com,
430,ib.adnxs.com,ib.adnxs.com
431,cm.g.doubleclick.net,ids.ad.gt
432,cm.g.doubleclick.net,ids.ad.gt
433,recirculation.spot.im,recirculation-cf.spot.im
434,sb.scorecardresearch.com,sb.scorecardresearch.com
435,c.amazon-adsystem.com,
436,match.prod.bidr.io,ids.ad.gt
437,secure.adnxs.com,ids.ad.gt
438,sync.1rx.io,ids.ad.gt
439,ilsanghabo.com,ilsanghabo.com
440,ilsanghabo.com,ilsanghabo.com
441,ilsanghabo.com,ilsanghabo.com
442,ilsanghabo.com,ilsanghabo.com
443,ilsanghabo.com,ilsanghabo.com
444,fonts.googleapis.com,fonts.googleapis.com
445,ilsanghabo.com,ilsanghabo.com
446,wcs.naver.net,wcs.naver.net
447,ilsanghabo.com,ilsanghabo.com
448,www.googletagmanager.com,www.googletagmanager.com
449,www.google.com,www.google.com
450,googleads.g.doubleclick.net,googleads.g.doubleclick.net
451,img.echosting.cafe24.com,img.echosting.cafe24.com
452,ilsanghabo.com,ilsanghabo.com
453,ilsanghabo.com,ilsanghabo.com
454,ilsanghabo.com,ilsanghabo.com
455,ilsanghabo.com,ilsanghabo.com
456,img.echosting.cafe24.com,img.echosting.cafe24.com
457,img.echosting.cafe24.com,img.echosting.cafe24.com
458,img.echosting.cafe24.com,img.echosting.cafe24.com
459,ilsanghabo.cafe24.com,ilsanghabo.cafe24.com
460,ilsanghabo.com,ilsanghabo.com
461,ilsanghabo.com,ilsanghabo.com
462,ilsanghabo.com,ilsanghabo.com
463,ilsanghabo.com,ilsanghabo.com
464,ilsanghabo.com,ilsanghabo.com
465,ilsanghabo.com,ilsanghabo.com
466,ilsanghabo.com,ilsanghabo.com
467,ilsanghabo.com,ilsanghabo.com
468,ilsanghabo.com,ilsanghabo.com
469,ilsanghabo.com,ilsanghabo.com
470,ilsanghabo.com,ilsanghabo.com
471,ilsanghabo.com,ilsanghabo.com
472,ilsanghabo.com,ilsanghabo.com
473,ilsanghabo.com,ilsanghabo.com
474,img.cafe24.com,img.cafe24.com
475,img.cafe24.com,img.cafe24.com
476,img.echosting.cafe24.com,img.echosting.cafe24.com
477,img.echosting.cafe24.com,img.echosting.cafe24.com
478,ilsanghabo.com,ilsanghabo.com
479,img.echosting.cafe24.com,img.echosting.cafe24.com
480,img.echosting.cafe24.com,img.echosting.cafe24.com
481,img.echosting.cafe24.com,img.echosting.cafe24.com
482,img.echosting.cafe24.com,img.echosting.cafe24.com
483,img.echosting.cafe24.com,img.echosting.cafe24.com
484,img.echosting.cafe24.com,img.echosting.cafe24.com
485,login2.cafe24ssl.com,login2.cafe24ssl.com
486,login2.cafe24ssl.com,login2.cafe24ssl.com
487,dynamic.criteo.com,dynamic.criteo.com
488,checkout.naver.com,checkout.naver.com
489,developers.kakao.com,developers.kakao.com
490,ilsanghabo.com,ilsanghabo.com
491,ilsanghabo.com,ilsanghabo.com
492,ilsanghabo.com,ilsanghabo.com
493,www.google.com,www.google.com
494,checkout.naver.com,checkout.naver.com
495,img.echosting.cafe24.com,img.echosting.cafe24.com
496,ilsanghabo.com,ilsanghabo.com
497,ilsanghabo.com,ilsanghabo.com
498,ilsanghabo.com,ilsanghabo.com
499,ilsanghabo.com,ilsanghabo.com
